"Authors","Author full names","Author(s) ID","Title","Year","Source title","Cited by","DOI","Link","Abstract","Author Keywords","Index Keywords","Document Type","Source","EID"
"Feng, Q.; Hai, X.; Liu, M.; Yang, D.; Wang, Z.; Ren, Y.; Sun, B.; Cai, B.","Feng, Qiang (55505632000); Hai, Xingshuo (57213519002); Liu, Meng (56175563700); Yang, Dezhen (36442931900); Wang, Zili (8982392900); Ren, Yi (35849311600); Sun, Bo (38661714500); Cai, Baoping (24921117800)","55505632000; 57213519002; 56175563700; 36442931900; 8982392900; 35849311600; 38661714500; 24921117800","Time-based resilience metric for smart manufacturing systems and optimization method with dual-strategy recovery","2022","Journal of Manufacturing Systems","19","10.1016/j.jmsy.2022.08.010","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140737484&doi=10.1016%2Fj.jmsy.2022.08.010&partnerID=40&md5=b8d76267b65111266b205df3ec6879ae","Smart manufacturing (SM) enables production scheduling to automatically adjust the original plan to meet customer demands. The deep integration of advanced information technologies also makes SM systems prone to a wide range of possible attacks. However, rapid recovery in response to damage has not aroused enough recognition. This paper addresses the issue of resilience metrics and recovery optimization for SM systems. First, the characteristics of smart manufacturing scheduling (SMS), coupled with its execution, damage, and dual-strategy recovery behaviors, are analyzed. Afterward, a novel time-based resilience metric oriented toward the quantification of rapid recovery is proposed. Furthermore, a decision-making framework composed of a joint optimization model and a modified pigeon-inspired optimization algorithm with an enhanced learning strategy and crossover operator (PIOLC) is established. Last, a case study of a flexible job shop scheduling problem with 8 jobs and 8 machines is conducted to verify the effectiveness of the work. Experimental results show that the proposed approach can achieve dual-strategy recovery optimization by increasing the system resilience to 86.2%. © 2022 The Society of Manufacturing Engineers","Optimization; Production scheduling; Recovery; Resilience; Smart manufacturing (SM)","Decision making; Flow control; Job shop scheduling; Production control; Optimisations; Production Scheduling; Rapid recovery; Recovery optimizations; Resilience; Resilience metrics; Smart manufacturing; System methods; Time based; Recovery","Article","Scopus","2-s2.0-85140737484"
"Spanos, A.C.; Gayialis, S.P.; Kechagias, E.P.; Papadopoulos, G.A.","Spanos, Athanasios C. (23092192100); Gayialis, Sotiris P. (6508111244); Kechagias, Evripidis (57203867404); Papadopoulos, Georgios A. (57196706606)","23092192100; 6508111244; 57203867404; 57196706606","An Application of a Decision Support System Enabled by a Hybrid Algorithmic Framework for Production Scheduling in an SME Manufacturer","2022","Algorithms","4","10.3390/a15100372","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140581115&doi=10.3390%2Fa15100372&partnerID=40&md5=c7008b53528f84d2bb9a6fddd38595d0","In this research, we present a hybrid algorithmic framework and its integration into the precise production scheduling system of a Greek metal forming factory. The system was created as a decision support tool to assist production planners in arranging weekly production orders to work centers and other manufacturing cells. The functionality offered includes dispatching priority rules, bottleneck identification for capacity planning, production order reallocation to alternate work centers and planning periods, interchangeable scheduling scenarios, and work-in-process availability checks based on bill of materials (BOM) precedence constraints. As a consequence, a solid short-term production plan is created, capable of absorbing shop floor risks such as machine failures and urgent orders. The primary design ideas are simplicity, ease of use, a flexible Gantt-chart-based graphical user interface (GUI), controllable report creation, and a modest development budget. The practical application takes place in a make-to-stock (MTS) environment with a complicated multi-level production process, defined due dates, and parallel machines. A critical component is the integration with legacy applications and the existing enterprise resource planning (ERP) system. The method adopted here avoids both overburdening the existing information system architecture with software pipeline spaghetti, as is common with point-to-point integration, and overshooting implementation costs, as is often the case with service-oriented architectures. © 2022 by the authors.","decision support; dynamic job shops; hybrid metaheuristics; practical application; production scheduling; scheduling algorithms","Artificial intelligence; Budget control; Decision support systems; Enterprise resource management; Enterprise resource planning; Graphical user interfaces; Information services; Integration; Planning; Production control; Scheduling; Service oriented architecture (SOA); Algorithmic framework; Decision supports; Dynamic job shop; Hybrid metaheuristics; Job-shop; Practical application; Production order; Production Scheduling; Production scheduling system; Support tool; Scheduling algorithms","Article","Scopus","2-s2.0-85140581115"
"Ding, G.; Guo, S.; Wu, X.","Ding, Guozhi (57877380700); Guo, Shiyao (57224728701); Wu, Xiaohui (57939956600)","57877380700; 57224728701; 57939956600","Dynamic Scheduling Optimization of Production Workshops Based on Digital Twin","2022","Applied Sciences (Switzerland)","27","10.3390/app122010451","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85140478997&doi=10.3390%2Fapp122010451&partnerID=40&md5=f7759c6429be836acbed074ef3b4bb24","Production scheduling is the key to manufacturing process decision support, which directly affects the efficiency and competitiveness of enterprises. The production process of discrete workshops is complex and changeable, and it is usually difficult to make adjustments quickly and accurately in response to disturbance events. In this paper, a workshop production scheduling method based on digital twin is proposed and applied to the manufacturing workshop of an aerospace factory. Combined with the advantages of real-time virtual real interaction fusion of digital twin technology, the dynamic scheduling problem under fault disturbance factors is studied. A high-fidelity digital twin workshop is established to realize the mapping and interaction between the real production and the virtual factory. Based on the vibration data of machine tool spindle, a fault prediction method of learning vector quantization neural network is proposed. The dynamic scheduling strategy of workshop production based on digital twin is constructed and compared with the scheduling results without digital twin under fault disturbance. The results show that the scheduling method based on digital twin can effectively deal with disturbances and improve workshop productivity. This study can be used for the application of digital twin and production scheduling in practical factories. © 2022 by the authors.","digital twin; dynamic scheduling; fault prediction; job-shop scheduling; learning vector quantization neural network","","Article","Scopus","2-s2.0-85140478997"
"Yang, S.; Wang, J.; Xu, Z.","Yang, Shengluo (57215371835); Wang, Junyi (36571092900); Xu, Zhigang (55619297685)","57215371835; 36571092900; 55619297685","Real-time scheduling for distributed permutation flowshops with dynamic job arrivals using deep reinforcement learning","2022","Advanced Engineering Informatics","74","10.1016/j.aei.2022.101776","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85139842319&doi=10.1016%2Fj.aei.2022.101776&partnerID=40&md5=87a03d55abc206349b57598c5775eed9","Distributed manufacturing plays an important role for large-scale companies to reduce production and transportation costs for globalized orders. However, how to real-timely and properly assign dynamic orders to distributed workshops is a challenging problem. To provide real-time and intelligent decision-making of scheduling for distributed flowshops, we studied the distributed permutation flowshop scheduling problem (DPFSP) with dynamic job arrivals using deep reinforcement learning (DRL). The objective is to minimize the total tardiness cost of all jobs. We provided the training and execution procedures of intelligent scheduling based on DRL for the dynamic DPFSP. In addition, we established a DRL-based scheduling model for distributed flowshops by designing suitable reward function, scheduling actions, and state features. A novel reward function is designed to directly relate to the objective. Various problem-specific dispatching rules are introduced to provide efficient actions for different production states. Furthermore, four efficient DRL algorithms, including deep Q-network (DQN), double DQN (DbDQN), dueling DQN (DlDQN), and advantage actor-critic (A2C), are adapted to train the scheduling agent. The training curves show that the agent learned to generate better solutions effectively and validate that the system design is reasonable. After training, all DRL algorithms outperform traditional meta-heuristics and well-known priority dispatching rules (PDRs) by a large margin in terms of solution quality and computation efficiency. This work shows the effectiveness of DRL for the real-time scheduling of dynamic DPFSP. © 2022 Elsevier Ltd","Deep Q-network; Deep reinforcement learning; Distributed flowshop scheduling; Dynamic job arrivals; Intelligent scheduling; Real-time scheduling","Computational efficiency; Decision making; Deep learning; Job shop scheduling; Learning systems; Manufacture; Deep Q-network; Deep reinforcement learning; Distributed flowshop scheduling; Dynamic job arrival; Flow-shop scheduling; Flow-shops; Intelligent scheduling; Permutation flowshop scheduling problems; Real time scheduling; Reinforcement learnings; Reinforcement learning","Article","Scopus","2-s2.0-85139842319"
"Zhang, P.; Qiao, F.; Wang, J.; Sutherland, J.W.","Zhang, Peng (57221241453); Qiao, Fei (7005620707); Wang, Junkai (56193328600); Sutherland, John W. (7202056238)","57221241453; 7005620707; 56193328600; 7202056238","Novel Multi-Criteria Sustainable Evaluation for Production Scheduling Based on Fuzzy Analytic Network Process and Cumulative Prospect Theory-Enhanced VIKOR","2022","IEEE Robotics and Automation Letters","8","10.1109/LRA.2022.3192210","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85135204438&doi=10.1109%2FLRA.2022.3192210&partnerID=40&md5=aefa3a1d700cf6d84832c2bd0d6c2e5a","Achieving sustainability is currently an important development direction for the manufacturing industry. With the consideration of all pillars of sustainability, valid evaluation of sustainability during scheduling optimization has become an emerging critical issue in the production scheduling loops. In view of absence of comprehensive sustainable evaluation strategy, this letter proposes a novel multi-criteria evaluation method based on fuzzy analytic network process (FANP) and cumulative prospect theory (CPT)-enhanced VlseKriterijumska Optimizacija I Kompromisno Resenje (FANP-CVIKOR). To this end, we firstly identify fundamental performance indicators from the production scheduling scope, and construct a four-layer indicator system in light of the process sustainability index (ProcSI) architecture. Then, the weights of all hierarchical indicators are derived by designing a fuzzy-improved ANP method to better quantitatively depict the relative significance of indicators. On this basis, a VIKOR method enhanced by CPT is put forward to obtain the ranking of candidate scheduling schemes, in which CPT is capable to reflect the mental attitudes of a decision maker via the prospect value of a scheme. A case study for the flexible job shop validates the correctness and effectiveness of the proposed methodology. Meanwhile, the stability and sensitivity are further discussed, suggesting good potential in real-world applications. © 2016 IEEE.","cumulative prospect theory-enhanced VIKOR; fuzzy analytic network process; multi-criteria evaluation; planning; scheduling and coordination; Sustainable production and service automation","Decision theory; Fuzzy logic; Job shop scheduling; Manufacture; Planning; Production control; Sustainable development; Analytic network; Cumulative prospect theory; Cumulative prospect theory-enhanced VIKOR; Decisions makings; Fuzzy analytic network process; Index; Job-Shop scheduling; Manufacturing; Multi-criteria evaluation; Multi-criterion evaluation; Network process; Optimisations; Scheduling and coordinations; Sustainable production; Sustainable production and service automation; Sustainable services; Decision making","Article","Scopus","2-s2.0-85135204438"
"Wang, X.; Zhang, L.; Lin, T.; Zhao, C.; Wang, K.; Chen, Z.","Wang, Xiaohan (57226318001); Zhang, Lin (56031107200); Lin, Tingyu (57022648700); Zhao, Chun (57220883575); Wang, Kunyu (57376252000); Chen, Zhen (57771463000)","57226318001; 56031107200; 57022648700; 57220883575; 57376252000; 57771463000","Solving job scheduling problems in a resource preemption environment with multi-agent reinforcement learning","2022","Robotics and Computer-Integrated Manufacturing","94","10.1016/j.rcim.2022.102324","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85125543536&doi=10.1016%2Fj.rcim.2022.102324&partnerID=40&md5=f515d96e740ad5800c7a30e05f4be659","In smart manufacturing, robots gradually replace traditional machines as new processing units, which have significantly liberated laborers and reduced manufacturing expenditure. However, manufacturing resources are usually limited so that the preemption relationship exists among robots. Under this circumstance, job scheduling puts forward higher requirements on accuracy and generalization. To this end, this paper proposes a scheduling algorithm to solve job scheduling problems in a resource preemption environment with multi-agent reinforcement learning. The resource preemption environment is modeled as a decentralized partially observable Markov decision process, where each job is regarded as an intelligent agent that chooses an available robot according to its current partial observation. Based on this modeling, a multi-agent scheduling architecture is constructed to handle the high-dimension action space issue caused by multi-task simultaneous scheduling. Besides, multi-agent reinforcement learning is employed to learn both the decision-making policy of each agent and the cooperation between job agents. This paper is novel in addressing the scheduling problem in a resource preemption environment and solving the job shop scheduling problem with multi-agent reinforcement learning. The experiments of the case study indicate that our proposed method outperforms the traditional rule-based methods and the distributed-agent reinforcement learning method in total makespan, training stability, and model generalization. © 2022 Elsevier Ltd","Job shop scheduling problem; Multi-agent reinforcement learning; QMIX; Reinforcement learning; Smart manufacturing","Behavioral research; Decision making; Flow control; Intelligent agents; Job shop scheduling; Learning algorithms; Manufacture; Markov processes; Multi agent systems; Scheduling algorithms; Decentralised; Generalisation; Job scheduling problem; Job shop scheduling problems; Jobs scheduling; Manufacturing resource; Multi-agent reinforcement learning; Processing units; QMIX; Smart manufacturing; Reinforcement learning","Article","Scopus","2-s2.0-85125543536"
"Lv, Y.; Li, C.; Tang, Y.; Kou, Y.","Lv, Yan (57211950866); Li, Congbo (8583249500); Tang, Ying Gina (57791491500); Kou, Yang (57207116328)","57211950866; 8583249500; 57791491500; 57207116328","Toward Energy-Efficient Rescheduling Decision Mechanisms for Flexible Job Shop with Dynamic Events and Alternative Process Plans","2022","IEEE Transactions on Automation Science and Engineering","34","10.1109/TASE.2021.3115821","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85117073057&doi=10.1109%2FTASE.2021.3115821&partnerID=40&md5=74572848808e397eb0f2a6adc08cb2c5","With the surging energy cost and environmental impacts, strategies to achieve energy-efficient production have attracted increasing concerns of the manufacturing enterprises. For the fact that most manufacturing systems operate in a dynamic and nondeterministic environment, rescheduling strategies may be beneficial as it serves for adaption of initial schedule to dynamic events. Besides that, the development of modern information technology in manufacturing practice enables the flexibility of production toward alternative process plans. However, very little research has focused on the rescheduling problem integrated with process planning for energy saving. Hence, this work undertakes this challenge by proposing rescheduling decision mechanisms in response to two typical dynamic events with alternative process plans for energy-efficient flexible job shops. More specifically, by modeling the energy consumption of the flexible manufacturing system, the problem is first formulated as a mixed-integer programming optimization model. Rescheduling mechanisms for both new job arrivals and machine tool breakdowns are then designed, based on which a rescheduling algorithm is proposed in the form of a heuristic framework. The significance of the proposed algorithm is exemplified by a comparative case study under various scenarios. Note to Practitioners-The complex process plan selection and dynamic events in flexible job shops make the energy-aware schedule decision a challenging problem. Rescheduling addresses this issue, however, most existing rescheduling algorithms assume that only one process plan is given with a predetermined process route and machine tool allocation. This reduces the effectiveness of energy-saving for such a dynamic and flexible manufacturing system. This article, for the first time, to the best of our knowledge, proposes rescheduling decision mechanisms to generate schedules that can adapt to dynamic events and are energy-efficient with process plan flexibility. It may assist decision-makers to provide more practical and applicable energy-efficient schedules for flexible job shops, particularly when dynamic variations of the production environment occurred frequently. © 2004-2012 IEEE.","Alternative process plans; decision-making system; dynamic events; energy-efficient rescheduling","Cutting tools; Decision making; Dynamics; Energy efficiency; Environmental impact; Flexible manufacturing systems; Heuristic algorithms; Integer programming; Job shop scheduling; Machine tools; Scheduling algorithms; Alternative process plans; Decision-making systems; Dynamic events; Dynamic scheduling; Energy efficient; Energy-consumption; Energy-efficient rescheduling.; Heuristics algorithm; Job-Shop scheduling; Task analysis; Energy utilization","Article","Scopus","2-s2.0-85117073057"
"Gonnermann, C.; Hashemi-Petroodi, S.E.; Thevenin, S.; Dolgui, A.; Daub, R.","Gonnermann, Clemens (57209682160); Hashemi-Petroodi, S. Ehsan (57200340383); Thevenin, Simon (55858766800); Dolgui, Alexandre B. (57201190890); Daub, Rüdiger (36727204200)","57209682160; 57200340383; 55858766800; 57201190890; 36727204200","A skill- and feature-based approach to planning process monitoring in assembly planning","2022","International Journal of Advanced Manufacturing Technology","14","10.1007/s00170-022-09931-5","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85137497501&doi=10.1007%2Fs00170-022-09931-5&partnerID=40&md5=530bbbbe02768cda0c7229edbf7c2a28","Frequent changes in customer needs and large product variety are forcing manufacturing companies to move from mass production to mass customization. Customized production can be achieved by introducing reconfigurable production systems (RMS). The customized flexibility and several characteristics of RMSs provide many opportunities in terms of process and production planning. However, those characteristics greatly increase the complexity of the design and planning of production systems. This paper presents a decision support system relying on a skill-based approach to design a reconfigurable assembly line considering the planning of assembly processes and monitoring. The proposed decision aid system is modular in design and is composed of four modules. The main input data is a CAD model of a new product variant for the identification of the assembly and monitoring requirements. Besides, a current assembly system layout with its resource descriptions exists. In the first developed module, assembly-by-disassembly and a skill-based approach are used to generate different assembly plans. In the second module, feature recognition and skill-based approaches generate process monitoring alternatives. The third module uses a linear program (LP) that aims to minimize the total cost of workstation activation and reconfiguration, as well as cycle time, and to maximize the process quality of the assembly tasks. A user-based generative model design approach is applied to optimize the values of three objective functions. In the fourth and final module, a simulation of the optimized assembly plan allows either the validation of the assembly plan and process monitoring plan or initiates a new iteration due to their infeasibility. To further demonstrate how the proposed methodology works, some computational experiments are provided for two use cases. © 2022, The Author(s).","Assembly; CAD analysis; Decision support system; Feature recognition; Optimization; Reconfigurable manufacturing system; Skill-based approach","Artificial intelligence; Assembly; Computer aided design; Iterative methods; Linear programming; Process control; Process monitoring; Production control; Assembly planning; CAD analyse; Customer need; Feature based approaches; Features recognition; Optimisations; Planning process; Product variety; Reconfigurable manufacturing system; Skill-based approach; Decision support systems","Article","Scopus","2-s2.0-85137497501"
"Ahmad, M.T.; Firouz, M.; Mondal, S.","Ahmad, Md Tanweer (57191417300); Firouz, Mohammad (57192894729); Mondal, Sandeep (55197765700)","57191417300; 57192894729; 55197765700","Robust supplier-selection and order-allocation in two-echelon supply networks: A parametric tolerance design approach","2022","Computers and Industrial Engineering","23","10.1016/j.cie.2022.108394","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85133732875&doi=10.1016%2Fj.cie.2022.108394&partnerID=40&md5=5a007b63488486012021505d0eb83c9d","In this paper, we study the integrated supplier-selection and order-allocation problem in a two-echelon make-to-order supply chain motivated by the belt conveyor industry. In our setting, the Original Equipment Manufacturer (OEM) can source its single product from multiple suppliers in the first echelon who themselves source the sub-components of the product from multiple other suppliers in the second echelon. Within the second echelon, the suppliers fall into clusters of product supply networks based on their capability to produce a part. OEM in our setting is interested in determining the optimal tolerances for its supply network members to operate so as to minimize the variability introduced into the total supply chain costs. To obtain the optimal supplier-selection and order-allocations under a periodic review demand policy, we model the problem as a mixed-integer non-linear programming (MINLP) formulation. We further incorporate the Taguchi Method of Tolerance Design (TMTD) into our model, leading to robustness of our solutions while maintaining optimality in supplier-selection and order-allocation decisions. We test our model using a real-world case study and derive critical insights. Our numerical results demonstrate a 51% improvement in coefficient of variation of the objective function when our method is applied to the real life case study. Additionally, we show that as the level of confidence of the decision-maker on the range for a critical parameter increases, the gains from our methodology significantly increase. © 2022 Elsevier Ltd","Mixed-integer non-linear programming; Order allocation; Product supply network; Supplier selection; Taguchi Method of Tolerance Design","Belt conveyors; Decision making; Fits and tolerances; Integer programming; Nonlinear programming; Numerical methods; Product design; Supply chains; Case-studies; Mixed-integer nonlinear programming; Order allocation; Original equipment manufacturers; Product supply network; Supplier selection; Supply networks; Taguchi method of tolerance design; Taguchi's methods; Tolerance design; Taguchi methods","Article","Scopus","2-s2.0-85133732875"
"Prata, B.D.A.; Fernandez-Viagas, V.; Framinan, J.M.; Rodrigues, C.D.","Prata, B. A. (57200302347); Fernandez-Viagas, Victor (57224122653); Framinan, Jose M. (57202160028); Rodrigues, Carlos Diego (55533054400)","57200302347; 57224122653; 57202160028; 55533054400","Matheuristics for the flowshop scheduling problem with controllable processing times and limited resource consumption to minimize total tardiness","2022","Computers and Operations Research","12","10.1016/j.cor.2022.105880","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85130819070&doi=10.1016%2Fj.cor.2022.105880&partnerID=40&md5=616630e2eb60ff5d333257be2d3385cf","This paper addresses the problem of scheduling jobs in a flowshop layout where the machines can operate at different speeds and require an amount of a resource that is a non-decreasing function of its speed. Furthermore, there is a limit in the maximum amount of the resource that can be consumed, so the problem serves to model either a constraint on the energy or raw material employed in the process, or on the maximum amount of pollutant that can be emitted. In contrast to the classical permutation flowshop scheduling problem, in the variant under study the processing times are controllable, there is an specific resource consumption, and each job has a due date. The objective function considered is the minimization of the total tardiness of the jobs. Given the NP-hard nature of this problem, we focus onto developing approximate solution procedures that can yield high-quality solutions with a reasonable CPU effort. More specifically, we develop a fast solution procedure to build an initial solution and two hybrid matheuristics based on mixed-integer linear programming formulations of the problem. The first one combines a relax-and-fix approach with the generation of heuristic cutting planes, while the second one relaxes some decision variables in the first stage and fixes other decision variables in the final stage. The computational experience carried out show that our proposals outperform the mathematical models as well as an approximate procedure proposed for a related problem. © 2022 Elsevier Ltd","Flowshop scheduling; Heuristic cutting planes; Mixed-integer linear programming; Production sequencing; Sustainable manufacturing","Heuristic algorithms; Integer programming; Job shop scheduling; Manufacture; Cutting planes; Flow-shop scheduling; Heuristic cutting plane; Integer Linear Programming; Mixed integer linear; Mixed-integer linear programming; Production sequencing; Resources consumption; Sustainable manufacturing; Total tardiness; Decision making","Article","Scopus","2-s2.0-85130819070"
"Xia, T.; Si, G.; Wang, D.; Pan, E.; Xi, L.","Xia, Tangbin (26041248600); Si, Guojin (57206669310); Wang, Dong (56342707500); Pan, Ershun (7006567662); Xi, Lifeng (57093169100)","26041248600; 57206669310; 56342707500; 7006567662; 57093169100","Progressive Opportunistic Maintenance Policies for Service-Outsourcing Network With Prognostic Updating and Dynamical Optimization","2022","IEEE Transactions on Reliability","20","10.1109/TR.2021.3074506","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85105865859&doi=10.1109%2FTR.2021.3074506&partnerID=40&md5=6cd9217cb2609b19cdb687ea35ddb954","Increasing machine investments and expensive operations and maintenance (O&M) costs have made manufacturing system leasing and maintenance service outsourcing gaining a momentum. Leading original equipment manufacturers, as lessors, have focused on providing cost-effective maintenance schemes to serve their client-enterprises (lessees) all over the world. However, individual equipment degradations, complex system structures, and global network layout bring challenges for the real-time decision-making. This article comprehensively develops a service-outsourcing progressive opportunistic maintenance methodology for a global service-outsourcing network with prognostic updating and dynamical optimization. At the equipment layer, an automated prognostic model is utilized to characterize and update the individual path of each leased equipment's degradation signals. At the local layer, an opportunistic maintenance policy is developed for balancing production capacity and optimizing maintenance decisions of each system with even series-parallel structure. At the global layer, a routing optimization policy is proposed for the service-outsourcing network by integrating service time windows and multiple geographical locations to optimize the service route of required maintenance teams and the service start time of each group set. Finally, this hierarchical methodology has been verified in a multilocation service-outsourcing network. Its mechanism with real-time prognostic updating and dynamical O&M optimization can significantly ensure cost reduction, service timeliness and network robustness. © 1963-2012 IEEE.","Dynamical multilayer optimization; maintenance; progressive opportunistic maintenance; sensor-driven prognostic updating; service-outsourcing network","Cost effectiveness; Cost reduction; Decision making; Interactive computer systems; Job shop scheduling; Maintenance; Manufacture; Outsourcing; Planning; Dynamical multilayer optimization; Index; Job-Shop scheduling; Multilayer optimizations; Opportunistic maintenance; Optimisations; Progressive opportunistic maintenance; Real - Time system; Routings; Sensor-driven prognostic updating; Service outsourcing; Service-outsourcing network; Real time systems","Article","Scopus","2-s2.0-85105865859"
"Yan, Q.; Wang, H.; Wu, F.","Yan, Qi (57222008061); Wang, Hongfeng (35325540700); Wu, Fang (57561894700)","57222008061; 35325540700; 57561894700","Digital twin-enabled dynamic scheduling with preventive maintenance using a double-layer Q-learning algorithm","2022","Computers and Operations Research","120","10.1016/j.cor.2022.105823","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85127545413&doi=10.1016%2Fj.cor.2022.105823&partnerID=40&md5=41ec95b13b18d9164238214c10be7762","Dynamic scheduling methods are essential and critical to manufacturing systems because of uncertain events in the production process, such as new job insertions, order cancellations, worker absences, and machine breakdowns. Emerging digital twin (DT) technology can help detect disturbances by continuously comparing physical space with virtual space and triggering a rescheduling policy immediately after a disturbance. This enables dynamic scheduling and greatly reduces the deviation between preschedules and actual schedules. This study focuses on a DT-enabled integrated optimisation problem of flexible job shop scheduling and flexible preventive maintenance (PM) considering both machine and worker resources. A double-layer Q-learning algorithm (DLQL) is designed as the underlying key optimisation method to simultaneously learn the selection process of machines and operations to achieve efficient real-time scheduling. The superior solution performance of DLQL was verified by comparing it with two well-known metaheuristic algorithms and a single-layer Q-learning algorithm under several benchmarks. Furthermore, different disturbance settings were designed to illustrate the DLQL-based dynamic scheduling process in detail. The proposed reinforcement learning (RL)-driven DT enables efficient collaborative scheduling between production and maintenance departments and helps manufacturing companies improve the real-time decision-making process under uncertain perturbations. © 2022 Elsevier Ltd","Digital twin; Double-resource flexible job shop; Preventive maintenance; Reinforcement learning; Uncertain disturbances","Benchmarking; Decision making; E-learning; Job shop scheduling; Learning algorithms; Manufacture; Preventive maintenance; Uncertainty analysis; Double layers; Double-resource flexible job shop; Dynamic scheduling; Dynamic scheduling methods; Flexible job shops; Production process; Q-learning algorithms; Uncertain disturbances; Uncertain events; Workers'; Reinforcement learning","Article","Scopus","2-s2.0-85127545413"
"Zhang, F.; Mei, Y.; Nguyen, S.; Zhang, M.","Zhang, Fangfang (57205201965); Mei, Yi (37066417800); Nguyen, Su (55155074800); Zhang, Mengjie (8729040400)","57205201965; 37066417800; 55155074800; 8729040400","Collaborative Multifidelity-Based Surrogate Models for Genetic Programming in Dynamic Flexible Job Shop Scheduling","2022","IEEE Transactions on Cybernetics","89","10.1109/TCYB.2021.3050141","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85100702487&doi=10.1109%2FTCYB.2021.3050141&partnerID=40&md5=15f4aebdb9b7c2be0d7f61e57126777b","Dynamic flexible job shop scheduling (JSS) has received widespread attention from academia and industry due to its practical application value. It requires complex routing and sequencing decisions under unpredicted dynamic events. Genetic programming (GP), as a hyperheuristic approach, has been successfully applied to evolve scheduling heuristics for JSS due to its flexible representation. However, the simulation-based evaluation is computationally expensive since there are many calculations based on individuals for making decisions in the simulation. To improve training efficiency, this article proposes a novel multifidelity-based surrogate-assisted GP. Specifically, multifidelity-based surrogate models are first designed by simplifying the problem expected to be solved. In addition, this article proposes an effective collaboration mechanism with knowledge transfer for utilizing the advantages of multifidelity-based surrogate models to solve the desired problems. This article examines the proposed algorithm in six different scenarios. The results show that the proposed algorithm can dramatically reduce the computational cost of GP without sacrificing the performance in all scenarios. With the same training time, the proposed algorithm can achieve significantly better performance than its counterparts in most scenarios while no worse in others. © 2013 IEEE.","Collaboration; dynamic flexible job shop scheduling (DFJSS); genetic programming (GP); knowledge transfer; multifidelity-based surrogate models","Genetic algorithms; Genetic programming; Knowledge management; Scheduling; Collaboration mechanisms; Computational costs; Flexible job-shop scheduling; Knowledge transfer; Multi fidelities; Scheduling heuristics; Surrogate model; Training efficiency; Job shop scheduling; algorithm; computer simulation; decision making; human; Algorithms; Computer Simulation; Decision Making; Humans","Article","Scopus","2-s2.0-85100702487"
"Bencheikh, G.; Letouzey, A.; Desforges, X.","Bencheikh, Ghita (57196094098); Letouzey, Agnès (6506165308); Desforges, Xavier (6507546028)","57196094098; 6506165308; 6507546028","An approach for joint scheduling of production and predictive maintenance activities","2022","Journal of Manufacturing Systems","33","10.1016/j.jmsy.2022.08.005","https://www.scopus.com/inward/record.uri?eid=2-s2.0-85136503313&doi=10.1016%2Fj.jmsy.2022.08.005&partnerID=40&md5=9f23c769b47bb67e349d3f7fc887e083","The Industry 4.0 paradigm, thanks to the deployment of cutting-edge technologies enabling the deployment of new services, contributes to improve the agility of productive organizations. Among these services, the Prognostic and Health Management (PHM) contributes to the health assessment of the manufacturing resources and to prognose their future conditions by providing decision supports for production and predictive maintenance management. However, the future conditions of technical production resources depend on the productive tasks they will have to carry out. If their future conditions will not satisfy production criteria, maintenance tasks will have to be planned and productive tasks will be delayed or assigned to other resources for which their future conditions considering these new tasks must be assessed. In this context, a multi-agent system SCEMP (Supervisor, Customers, Environment, Maintainers and Producers) is here proposed in which production scheduling and predictive maintenance planning collaborate and exploit decision supports provided by PHM modules. The proposed multi-agent system provides a framework in which production and the predictive maintenance activities can be scheduled simultaneously by compromising on their objectives. During the scheduling process, SCEMP enables to identify the needed predictive maintenance from the assignments of production tasks to machines, the machine component prognoses and machine models. It schedules production tasks and predictive maintenance activities according to the number, competencies and availabilities of production and maintenance resources. The SCEMP framework is described and presented in the tough job shop context. For this context, case studies have been generated and scheduled within acceptable computation times. To illustrate the SCEMP functioning, some case studies are detailed with the obtained performances. It is flexible and can be adapted to various manufacturing situations. It can also be used to assess the interest of implementing prognostic functions for machine components. © 2022 The Society of Manufacturing Engineers","Multi-agent systems; Predictive maintenance; Prognostics and health management; Scheduling problem","Health; Job shop scheduling; Machine components; Maintenance; Manufacture; Production control; Case-studies; Condition; Customer environment; Decision supports; Joint scheduling; Maintenance activity; Predictive maintenance; Production resources; Prognostic and health management; Scheduling problem; Multi agent systems","Article","Scopus","2-s2.0-85136503313"
